"bugId","testerId","testCycleId","productId","subject","action_performed","expected_result","result","error_message"
2486744,64256,130740,4189,"Live - Lethal Weapon - Truncated ad at beginning of Pod 3","1. Open http://www.fox.com/live.","Ads play in their entirety.","Entering into Ad Pod 3 of Lethal Weapon, a frame of the Kia Niro ad displayed briefly before the Tennis Channel ad began to play.",NULL
2486742,64256,130740,4189,"Live - Lethal Weapon - Truncated ad at beginning of Pod 2","1. Open http://www.fox.com/live.","Ads play in their entirety.","Entering into Ad Pod 2 of Lethal Weapon, a frame the Straight Talk Wireless ad displayed briefly before the Comet ad began to play.",NULL
2485021,185677,130703,4189,"LIVE - [D] - Home Page - User is not able to watch LIVE on Mac OS with Safari (Chrome and FF work)","1. Open the home page fox.com 2. Click on LIVE TV 3. Observe page","User is able to watch LIVE TV","User observes balck screen, no LIVE TV displayed - neither in prime time, nor LIVE TV screen when no LIVE TV yet started. After page repload user observe Sorry, there was a problem accessing your video.    I have enclosed charles logs and screenshot for the LIVE TV screen when live sessions are already over, but I have also tested when live events took place and the behaviour was the same. Just black screen. As mentioned this only occurs on Safari, during prime time I also tested Chrome and Firefox and both has no issuues, LIVE TV plays.","Sorry, there was a problem accessing your video."
2484799,63327,130703,4189,"Live- [D]- Chevrolet Ad and other ads played in pod 3 and 4 are cut off during live show 'Bones'","1. Launch the browser and go to http://www.fox.com/live 2. Verify the mid roll ad played in pod 3 and 4 during Live show of 'Bones'","All midroll ads should be played completely","Few midroll ads played in pod 3 and 4 during live show of Bones are cut off. Like midroll ad of Chevrolet is cut of in both ad pods.","N/A"
2484770,63327,130703,4189,"Live- [D]- Kayak preroll ad played in ad pod 2 starts from middle","1. Launch the browser and go to http://www.fox.com/live 2. Verify the mid roll ad in ad pod 2 played during Live show of 'Bones'","All Ad should be played completely","Kayak ad which appears after 7 Up ad starts from middle (not from start) in ad pod 2 of Live show 'Bones'.","NA"
2484762,63327,130703,4189,"Live- [D]- USPS midroll ad plays with extended pause during Live show of 'Bones'","1. Launch the browser and go to http://www.fox.com/live 2. Verify the mid roll ad played in ad pod 2 during Live show of 'Bones'","All ads should be played smoothly without any distorted issues.","USPS midroll ad played after Tide ad in ad pod 2 during live show of 'Bones' shows distorted video and extended pause.","N/A"
2484639,64256,130703,4189,"Live - Video freezes after resuming playback following ad pods","1. Open http://www.fox.com/live.","Video will resume playing without interruption following ad pods.","Several seconds after returning from ad pod, video sometimes freezes.  Duration may be brief or extended.  A lengthy freeze was observed following ad pod 2 of New Girl, and brief freeze following ad pod 1 of The Mick.  There were also freezes following pods 3 and 4 of Bones (in addition to the major issue following pod 2--issue 2484574).",NULL
2484574,64256,130703,4189,"Live - Bones - Episode cut off abruptly prior to pod, massive freezing incl. wrong episode post-pod","1. Open http://www.fox.com/live.","Episode will play entire section prior to ad pod and after ad pod will resume playing where it had left off.","The episode stopped abruptly and pod 2 began.  My browser was closed for a short period at the end of this pod.  When re-opened, The Mick was displayed frozen//buffering on screen.  There were multiple frames for Mick, after which part of the beginning section of Bones, an ad, and then it finally switched to the post-pod 2 section of the episode, still freezing and buffering.  Resolution was extremely poor.  Eventually this stopped and the most recent few seconds of the episode repeated, after which the episode resumed playing as expected.  There was also then an abrupt transition into pod 3.",NULL
2484518,64256,130740,4189,"Live - New Girl - American Sports Network ad played back-to-back in positions 2 and 3 of Pod 3","1. Open http://www.fox.com/live.","Any ad will only place one time within any given ad pod.","The American Sports Network ad played back-to-back in positions 2 and 3 of Pod 3 in New Girl.",NULL
2484440,250229,130703,4189,"Sign in - [D] - User is able to sign into Midco MVPD without credentials","1) Navigate to http://www.fox.com/ 2) Click on any locked episode 3) Click on Sign-in and select Midco MVPD","User should be redirected to Midco login page to enter credentials for current MVPD","User is able to sign into Midco MVPD without credentials",NULL
2484042,185677,130703,4189,"Home Page - [D, T, M] - Watch new episodes - Some MVPD thumbnails have no logo inside a white circle","1. Go to [the test URL]/watch-new-episodes 2. Observe MVPD thumbnails","MVPD logos should contain the logo inside a white circle","Some MVPD thumbnails have no logo inside a white circl","N/A"
2477725,198290,129146,4189,"Clips - Sharing - URL cannot be shared to the clipboard","1. Load staging.fox.com (or fox.com) in Android native browser 2. Go to a clip (e.g. http://staging.fox.com/watch/851148355932/7833704448?playlist=242871), and tap its 'Play' button 3. Wait through the ad, and during the clip, press the 'Share' icon 4. Tap the copy button below the video link","The link should be copied to the clipboard.","Nothing is copied to the clipboard.","None to the user. Logcat, browser's js console log, and Charles log are attached."
2476859,64256,129146,4189,"Clips - [T/M] - Only audio plays on clips playlist landing page on Android devices","1. Open the clips playlist landing page (accessed via Clips link in show menu); for example, http://staging.fox.com/apb/playlist/clips.","Clip on landing page will play, both audio and video.","Only audio plays; player displays playhead and static image.  If player is tapped to display controls, play button is present and timeline displays elapsed time as 0:00.  Issue is not occurring on all shows.  Of the 8 shows checked, it is seen on APB, MasterChef Junior, Rosewood and Pitch; it is not seen on 24, Gotham, Lethal Weapon or Lucifer.  Issue only occurs on playlist landing page:  .../playlist/clips.  If the same clip is played via its Watch URL, it plays as expected.  Issue only occurs on Android devices (handset and tablet); it does not occur on iOS tablet (unable to test iOS handset).  Issue is not occurring in production.",NULL
2473165,63327,129698,4189,"Live TV-  Tide and other ads are sometimes getting cut off early without completing it","1. Launch the browser and go to test url: http://www.fox.com/live 2. Watch the live show during prime hours and verify the ads displayed during show. 3. Observe the ads played are shown completely without getting cut-off.","Ads played during show should not be cut off and should play completely.","Tide ad played is shown cut off and next ads starts without completing tide ad. Kindly refer attached video for details",NULL
2473118,63327,129698,4189,"Live TV- Loading and long pause is shown when show resumes with end of ad","1. Launch the browser and go to test url: http://www.fox.com/live 2. Watch the live show during prime hours and verify the playback of show after end of ad.","Live show should resume smoothly after end of ad.","Live show shows long pause and loading after resuming with end of ad.","NA"
2473053,63327,129698,4189,"Live TV- Ads displayed during live show are sometimes scratchy","1. Launch the browser and go to test url: http://www.fox.com/live 2. Watch the live show during prime hours and verify the ads displayed during show.","Ads displayed during show should not be scratchy anytime","Ads displayed during live show are sometimes scratchy and plays with breakpoints.","NA"
2472781,92799,129698,4189,"Ad Pod - Same ad seen multiple times during a single ad pod","1. Opened link fox.com/live 2. Start live TV playback after logging in 3. Waited for the Ad Pod for Killingsworth Komfort Air to start 4. Observe as the ad starts playing","User expects that during a single ad pod, the Killingsworth Komfort Air ad only plays one time","User noticed that the Killingsworth Komfort Air ad played 3 times in the same ad pod",NULL
2468944,121425,128669,4189,"LIVE - Android - LBS failed in Puerto Rico","1. Open Fox Now app 2. Sign in with credentials 3. Click on Live TV","Live stream appears with Logo of Local Fox channel.","We're sorry but we are unable to stream Live TV at this time. Please try again later.","We're sorry but we are unable to stream Live TV at this time. Please try again later."
2468922,64256,129004,4189,"Profile - [D] - Unable to unfavorite show that was previously favorited","1. User had previously favorited shows (before changes implemented for Super Bowl). 2. Open any locked episode and sign into MVPD. 3. Open http://www.fox.com/shows/favorites: shows previously favorited display. 4. Unfavorite all shows and refresh page; note favorites status. 5. Open http://www.fox.com/shows/full-episodes. 6. Unfavorite one of the previously favorited shows (e.g., Lethal Weapon) and re-load page. 7. Open show page of one of the favorited shows (e.g., http://www.fox.com/apb). 8. Unfavorite show and re-load page.","When show is unfavorited (i.e., filled-in star is clicked), show is unfavorited and outline of star displays.  This change is retained as user navigates between pages or re-loads the same page.","User is unable to unfavorite shows that were previously favorited.  They remain favorited no matter what action is taken. If user favorites new shows, those favorites can be revised at will and all changes are retained.",NULL
2464273,64256,129004,4189,"Live - [D] - Sleepy Hollow - Three consecutive ads overlap/cut off in middle of pod","1. Open http://www.fox.com/live.","Ads and promos will play in their entirety.","In Pod 5 of Sleepy Hollow, the American Heart Association (pod 5 or 6) played in its entirety.  That ad's video then remained frozen on screen while the audio of the Fox Sunday promo began to play.  This continued for several seconds (Heart video with Fox Sunday audio), after which there was some stuttering, and then the last few seconds of the Shelter Pet Project ad played.  (Note: Charles log only covers part of this issue.)",NULL
2464227,64256,129004,4189,"Live - [D] - Sleepy Hollow - Fox Sunday promo overlaid and cut off by Peloton ad in Pod 3","1. Open http://www.fox.com/live.","Ads will play in their entirety and not overlay one another.","The Peloton ad in position 4 began playing on top of the Fox Sunday promo in position 3, so the promo was cut off.",NULL
2464208,64256,129004,4189,"Live - [D] - Sleepy Hollow - Autism Speaks ad cut off at end of Pod 2","1. Open http://www.fox.com/live.","Ads will play in their entirety.","The episode began playing too early after ad Pod 2 and the end of the Autism Speaks ad at was cut off before its end .  (No Charles log available)",NULL
2464115,64256,129004,4189,"Live - [D] - Rosewood - Chevy/JD Power ad truncated at beginning of pod 4","1. Open http://www.fox.com/live.","Ads will play in their entirety.","The first ad in Pod 4 of Rosewood, Chevrolet/JD Power, cut off in the middle and the ad in position 2 played.",NULL
2464049,64256,129004,4189,"Live - [D] - Rosewood - Humira ad stuttered and froze briefly in Pod 1","1. Open http://www.fox.com/live.","Ads will play with high resolution, and no stuttering, buffering or freezing.","Humira ad stuttered once then shortly thereafter froze for a brief period of time.",NULL
2463499,250229,129004,4189,"Live - [D] - Unable to watch Live due to error message for video player","1. Open http://www.fox.com/live","Live video or slate should be played","Error message for video player appears","Cannot load m3u8: 403 status code"
2463433,64256,129004,4189,"Schedule - Non-live show displays in yellow font","1. Open http://www.fox.com/schedule. 2. View schedule for February 5.","Only the Live event (Super Bowl LI) will display in yellow font.","The show following the Super Bowl, 24: Legacy, also displays in yellow font.",NULL
2463288,64256,129146,4189,"Authentication - DirecTV credentials not allowing viewing of content","1. Preview Pass has expired and user is not authenticated. 2. Open any locked video, such as http://staging.fox.com/watch/779730499704/7833489408. 3. Sign into DirecTV with valid AuthN/Auth Z credentials.","Video will play.","User receives error message.","Sorry, there was a problem accessing your video. Your TV Provider package currently does not allow you to watch this content. Please contact your TV Provider to request access."
2463275,64256,129146,4189,"Authentication - Charter credentials not allowing viewing of content","1. Preview Pass has expired and user is not authenticated. 2. Open any locked video, such as http://staging.fox.com/watch/779730499704/7833489408. 3. Sign into Charter with valid AuthN/Auth Z credentials.","Video will play.","User receives error message.  Credentials should allow playing of TV-MA content and lower.  Video rating is TV-14.","Sorry, there was a problem accessing your video. Your TV Provider package currently does not allow you to watch this content. Please contact your TV Provider to request access."
2461994,64256,129004,4189,"Live - [D] - Hell's Kitchen - End of ad 6 and beginning ad 7 missing in pod 4","1. Open http://www.fox.com/live.","Ads will play in their entirety.","In pod 4 of Hell's Kitchen, the ad in position 6 began to play and then abruptly switched to the middle of the ad in position 7 (heart.org/bloodpressure).  Truncation of the heart.org/bloodpressure ad was also seen in pod 4 of My Kitchen Rules but no documentation was captured.",NULL
2461942,64256,129004,4189,"Live - [D] - My Kitchen Rules - Comet and Tennis Channel played twice in ad pod 4","1. Open http://www.fox.com/live.","Any given ad will only play once in any given ad pod.","In ad pod 4, Comet ad played in positions 1 and 3; Tennis Channel ad played in positions 2 and 4. (Video only covers the end of ad 4.)",NULL
2461924,64256,129004,4189,"Live- [D] - My Kitchen Rules - Unknown video displayed momentarily immediately prior to ad pod 3/4/5","1. Open http://www.fox.com/live.","Transitions into ad pods from video content will be seamless.","An unknown video briefly displayed between the content immediately prior to pod 3 and the ad in position 1.  Issue also occurred transitioning into pods 4 and 5, though with a different unknown video in each. Charles log attached, but no video for pod 4; both video and Charles log for pod 5.",NULL
2461914,64256,129004,4189,"Live - [D] - My Kitchen Rules - Unknown video displayed momentarily immediately prior to ad pod 1","1. Open http://www.fox.com/live.","Transitions into ad pods from video content will be seamless.","An unknown video briefly displayed between the content immediately prior to pod 1 and the first ad seen.",NULL
2461897,64256,129004,4189,"Live - [D] - Hell's Kitchen - Stuttering and freezing of Star promo in ad pod 4","1. Open http://www.fox.com/live.","Ads and promos will play with high resolution and no stuttering or freezing.","The Star promo, which played in the last position in ad pod 4, froze a few times and stuttered.",NULL
2461868,64256,129004,4189,"Live - [D] - Hell's Kitchen - Unknown video displayed momentarily immediately prior to ad pod 5","1. Open http://www.fox.com/live.","Transitions into ad pods from video content will be seamless.","An unknown video briefly displayed between the content immediately prior to pod 5 and the ad in position 1.",NULL
2461858,64256,129004,4189,"Live - [D] - Hell's Kitchen - Video repeated prior to ad pod 2","1. Open http://www.fox.com/live.","Episode will play through without repeating.","The content immediately prior to ad pod 2 stuttered and repeated.",NULL
2461817,64256,129004,4189,"Live -[D] - Hell's Kitchen - Video late in transitioning between ads 5 and 6 in pod 1","1. Open http://www.fox.com/live.","Ad transitions will be seamless, with audio and video of each ad in sync.","In Hell's Kitchen pod 1, at the end of position 5 (Lethal Weapon promo), that video remained displayed/frozen while the audio from position 6 (theshelterpetproject.org) played. This continued for for several seconds, at which point the audio paused, and then both video and audio of position 6 played.",NULL
2461137,64256,129255,4189,"[Web] Profile - Continue Watching and Watched tags are missing","1. Open any locked episode and sign into MVPD; for example, http://www.fox.com/watch/867200067977/7683679488. 2. Open http://www.fox.com/full-episodes; scroll through content and view episode thumbnails. 3. Open episode and play for several minutes; for example, http://www.fox.com/watch/865733187537. 4. Open show page and view thumbnails in right rail and Buzz feed; or any Watch page for that show; or Full Episodes page. 5. Open episode and scrub/view in entirety; for example, http://www.fox.com/watch/853172291669/7684301568/. 4. Open show page and view thumbnails in right rail and Buzz feed; or any Watch page for that show; or Full Episodes page.","All of user's previous bookmarks will display after profiles were turned back on. User will be able to set a bookmark in a newly watched episode and have a Continue Watching tag display. User will be able to full watch an episode and have a Watched tag display.","None of user's previous bookmarks are present; there are no Continue Watching or Watched tags. New bookmarks are not being set as user watches episodes; neither new Continue Watching or Watched tags display.",NULL
2461101,64256,129255,4189,"[Web] Favorites - Stars are missing on show pages and All Shows","1. Open any locked episode and sign into MVPD; for example, http://www.fox.com/watch/867200067977/7683679488. 2. Go to any show page, such as http://www.fox.com/bones. 3. Scroll to bottom of show menu in left rail. 4. Open http://www.fox.com/full-episodes. 5. Open http://www.fox.com/shows.","Add to Favorites and star will display at bottom of left rail on show pages. Star will display for each show on Full Episodes and All Shows page.  Browsers were all cleared after profiles were turned back on.","All Add to Favorites and Stars are missing.",NULL
2461047,60389,129255,4189,"[iOS]Notifications-Setting Favorite & Notifications on Show Page shows Notifications off in Settings","1. Select 24 Legacy 2. Set Favorite with Notifications on for New Episodes in App & TV 3. Select Settings > Favorites & Notifications","Favorite and Notificaitons Settings made on Show page are correctly displayed in Settings Favorites & Notifications page","Setting Favorite & Notifications on Show Page shows Shows only Favorite for Show Notifications are set off in Settings page.  * Update 2/4/17 - this is also happening when the Profiles are turned back on.",NULL
2461014,60389,129255,4189,"[iOS] Favorites - Scrolling  Settings - Favorites removes Notify New Episodes TV & App yes setting","1. Select Setting and Favorites  2. Set Favorites for first 3 shows all 3 options on  3. Scroll the page up and down","Setting Favorites remains set when page is scrolled","Setting favorites and scrolling the page turns off Notify New Episodes in App & TV   Only see correct option still set for 1st show 24 Legacy - Notify New Episode on TV set on  All shows remain favorited",NULL
2460448,64256,129004,4189,"Live - [D] - One minute of episode missing following final ad break in Showtime at the Apollo","1. Open http://www.fox.com.","The full show will stream.","On Showtime at the Apollo, one minute of the show was missing following the final ad break. A video of the episode at this point from Fox.com is included for comparison to the beginning of post-pod 5 on Live.",NULL
2459878,64256,129004,4189,"Live - [D] - Lethal Weapon promo and Kayak ad truncated in 4th ad break of Star","1. Open http://www.fox.com/live.","Ads and promos with play in their entirety.","In the 4th ad break of Star, Lethal Weapon promo played for a few seconds and abruptly transitioned to the the Kayak ad, which also only played for a few seconds.",NULL
2459867,64256,129004,4189,"Live - [D] - Cadillac XT5 ad truncated in 3rd ad break of Star","1. Open http://www.fox.com/live.","Each ad will play in its entirety.","In the 3rd ad pod of Star, the Cadillac XT5 ad played for a few seconds then abruptly stopped, and was followed by the Avocados from Mexico ad.",NULL
2459854,64256,129004,4189,"Live - [D] - Fox Wednesday promo ran back-to-back in 2nd ad pod of Star","1. Open http://www.fox.com/live.","Any given ad or promo will only place one time in any given ad break.","The Wednesday Fox promo for Lethal Weapon and Star ran back-to-back in the second ad pod of Star.",NULL
2459777,64256,129004,4189,"Live - [D] - Showtime at the Apollo - Brief periods of freezing, stuttering and buffering","1. Open http://www.fox.com/live.","Streaming will be robust, with no freezing, stuttering or buffering.","During the first 6 minutes of Showtime at the Apollo, there were multiple brief instances of video freezing, stuttering or buffering.",NULL
2458323,249569,129004,4189,"Empire-[T]- User can not move forward through the video using the scrubber bar","1. Open http://www.fox.com/ 2. Tap on Burger menu to choose Empire 3. Tap on Clips Button 4. Choose any clip 5. Try to scrub video","The user can move forward through the video using the scrubber bar","The user can not move forward through the video using the scrubber bar. When trying to scrub it becomes stuck.",NULL
2458030,64256,129004,4189,"Live - [D] - Last season's SYTYCD promo is in ad rotation","1. Open http://www.fox.com/live","All Fox promos will be for current season.","Season 14 of So You Think You Can Dance featuring adult contestants was announced this week.  Promo for SYTYCD Season 13 featuring children played during the second ad break in Bones.",NULL
2458025,64256,129004,4189,"Live - [D] - Truncated Lethal Weapon promo in middle of 4th ad pod","1. Open http://www.fox.com/live","Ads and promos will play in their entireties during ad breaks.","In the 4th ad pod, the Lethal Weapon promo was cut off, part of the interactive ad promo briefly played, then the very end of the Lethal Weapon promo appeared, followed by the interactive ad promo in its entirety.",NULL
2457997,64256,129004,4189,"Live - [D] - Truncation transitioning into and out of ad breaks","1. Open http://www.fox.com/live","Sections of episode will play in its entirety before ad break. Final ad in pod will play in its entirety before transitioning back to episode.","At the end of the first ad pod at 9:09, the Capital One ad was truncated in the middle and the episode resumed playing. At the beginning of the 5th ad pod at 9:46 pm, the episode was cut off early and ad began to play. (No documentation captured for this latter event.)",NULL
2457992,64256,129004,4189,"Live - [D] - Audio dropout during ad break 1 of Bones","1. Open http://www.fox.com/live","Audio will be present during all streaming of episodes and ads.","During ad break 1 of Bones, the audio dropped out part way during the Metro PCS ad into part of the McCafe ad.",NULL
2457986,64256,129004,4189,"Live - [D] - Same APB promo ran back-to-back between The Mick and Bones","1. Open http://www.fox.com/live","Any given Fox promo will play one time in an ad break.","The same APB promo ran back-to-back between The Mick and Bones, with two different sets of The Mick credits overlaid.",NULL
2457981,64256,129004,4189,"Live - [D] - Streaming stopped, error message displayed","1. Open http://www.fox.com/live.","Live streaming of  episode with ad breaks will play continually.","Streaming stopped at approx. 9:25 pm EST.  Error message displayed.  Refreshing page restored streaming.","Unsupported media: Could not parse TS file: sync byte not found."
2457304,64256,125834,4189,"[Roku] Latest Episodes - Thumbnail with no image present for Miss Universe, episode is missing.","1. Open app and navigate to Latest Episodes carousel. 2. Click Miss Universe thumbnail. 3. Click Play.","Thumbnails in video carousels will have images. Episodes will play.","The image is missing for the Miss Universe thumbnail.  Clicking the thumbnail opens the episode detail page as expected.  However, when user attempts to play the episode, it attempts to load but then message for Sleepy Hollow episode  Coming Up Next  displays.  Miss Universe episode never plays.",NULL
2457292,64256,125834,4189,"Info for FOXRDM-5362","1. Open http://www.fox.com/the-rocky-horror-picture-show. 2. Inspect network requests and filter for 'bookmark'.","api.fox.com link for bookmark will be returned.","https://api.fox.com/v1/profiles/MGE1N2UyNjItZDdmZC00NmQwLTliY2EtODI1MDNkYTNjMThj/bookmarks?limit=500 is returned.  Response is attached.",NULL
2456383,149918,128669,4189,"LIVE - iOS - LBS failed in Portland, OR","Prerequisite: cellular data is being used 1. Open app 2. Tap Live TV  3. Tap screen to show logo  or   Prerequisite: Wifi data is being used 1. Open app 2. Tap Live TV  3. Tap screen to show logo","User expects network logo to match each other whether user is connected via Wifi or Cellular Data.","When the user is connected via Wifi, the network logo is for FOX12 (the correct logo), when the user is connected to Cellular Data, the logo is for FOX26.","n/a"
2456352,149918,128669,4189,"LIVE - Android - LBS failed in Portland, OR","Prerequisite: cellular data is being used 1. Open app 2. Tap Live TV  3. Tap screen to show logo  or   Prerequisite: Wifi data is being used 1. Open app 2. Tap Live TV  3. Tap screen to show logo","User expects network logo to match each other whether user is connected via Wifi or Cellular Data.","When the user is connected via Wifi, the network logo is for FOX12 (the correct logo), when the user is connected to Cellular Data, the logo is for FOX13.","n/a"
2450885,64256,127038,4189,"Watch Pages - [T/M] - Player error message displays in player, unable to play videos","1. Open any Watch page, such as Bones E4, http://staging.fox.com/watch/859196483771/7683679488  --OR--  clip, such as http://staging.fox.com/watch/862552643677/7683679488.","On handset and tablet only:  EPISODES User will see an overlay on the player:   Want Full Episodes?  We have [x] episodes of [show] [FOX NOW logo] DOWNLOAD THE APP   CLIPS Video will play in player.","EPISODES: In addition to the FOX NOW overlay, the standard player error displays behind the overlay:  Sorry, there was a problem accessing your video.   CLIPS The standard player error displays over the clip's thumbnail image in the player.  Clip does not play.  The instructional copy for the error is also visible on tablet, and on phone in landscape orientation.",NULL
2436460,64256,127625,4189,"Authentication - Search string persists after exiting and re-opening provider search screen","1. User is not authenticated and Preview Pass has expired. 2. Open any locked episode, such as http://www.fox.com/watch/852671555834: MVPD picker displays. 3. Click See All Providers. 4. Enter any search string that will return no results; for example,  xyz . 5. Click back arrow to return to MVPD grid. 5. Select See All Providers.","Search screen will display with  Type your TV Provider name  in grayed out text in the search field. (TC ref: FOXRDM-2732)","The previously entered search string displays as grayed out text when the screen is re-opened.",NULL
2436348,64256,127625,4189,"Profile - [D] - Continue Watching and Watched thumbnail tags display after signing out of MVPD","1. Open any locked episode, such as http://www.fox.com/watch/790689859709/7684520448. 2. Sign into MVPD with valid AuthN/AuthZ credentials. 3. After authentication process is complete, sign out from any page. 4. View various pages on site:  Home, Full Episodes, Watch, show.","Continue Watching and Watched tags no longer display on episode thumbnails after user signs out of MVPD.","Continue Watching and Watched tags display after signing out of MVPD, although they are not necessarily the same bookmarks that were present when authenticated.  The can be seen on show pages, Watch pages, FOX.com Home and Full Episodes.",NULL
2429623,178250,127038,4189,"Home Page - [D] - Right rail shakes when scrolling the page in Microsoft Edge","1. Open fox.com 2. Scroll the page","User is able to scroll the Home page and the right rail remains stationary.","Right rail shakes when the Home page is scrolled. Issue only occurs in Microsoft Edge.",NULL
2429590,64256,127038,4189,"Profile - [D] - Favorites are not retrieved when sign into MVPD","1. User has previously favorited shows when signed into MVPD on FOX.com or Fox Now app. 2. User is authenticated on staging with same MVPD. 3. Open any unfavorited show on staging, such as http://staging.fox.com/sleepy-hollow. 4. Favorite show. 5. Open http://staging.fox.com/shows. 6. Open http://www.fox.com/shows.","Shows that were previously favorited on FOX.com or in Fox Now app will display as favorites on http://staging.fox.com/shows, http://staging.fox.com/full-episodes and respective show pages (in this case:  APB, Gotham, Hell's Kitchen, Lethal Weapon and Rosewood), in addition to the newly favorited show, Sleepy Hollow.","Sleepy Hollow is favorited in staging, as well as a show that was never favorited (Star).  None of the shows previously favorited in production display as favorites.  It appears they are not being retrieved when user authenticates.",NULL
2429012,64256,127038,4189,"Push Notifications - [D] - Option to select present in browsers that do not support it","1. Open  http://staging.fox.com. 2. In CalReply  Fox would like to send you push notifications.  pop-up that displays, click  Allow .","A window regarding push notifications displays, where user can confirm to  Allow  them, followed by a confirmation that they have been set up.   If browser does not support push notifications, they will not be offered to the user.","Firefox and IE:  User receives notification that their browser does not support push notifications; that they are only supported in Chrome and Safari.   (As a user I would expect not to be bothered by the push notification selection process if it is not available to me.  Such a condition would be similar to Live asking to allow sharing of location:  the question does not display in all browsers.)",NULL
2420069,64256,125834,4189,"Live -[D] - When streaming Fox News, player controls overlaps Fox News banner","1. User is authenticated or Preview Pass is available. 2. Open http://www.fox.com/live when Fox News is streaming. 3. Hover over player to activate controls.","Fox News banner will always be fully visible.","Player controls overlap Fox News banner. (Note: This issue does not occur when streaming Fox News on Live TV in the Android or iOS Fox Now apps.)",NULL
2415642,64256,125834,4189,"Profiles - Expired episode displays at top of Buzz feed if user had previously set bookmark","1. User has previously partially viewed an episode while authenticated and a bookmark was set. For example, Rocky Horror Picture Show, http://www.fox.com/watch/787153987875/7815088128. 2. Episode is now expired, but show page is still available. 3.  User is currently authenticated with same login credentials. 4. Open show node for same show:  http://www.fox.com/the-rocky-horror-picture-show. 5. Click Continue Watching item at top of Buzz feed. 6. On Watch page, click About This Full Episode link to view metadata. 7. View rotators below player.","Continue Watching thumbnails for expired episodes will no longer display in Buzz feed following expiration date.","A Continue Watching panel for partially-viewed Rocky Horror Picture Show is present at top of Buzz feed. On click, expired episode video loads and user receives error message.  Examination of metadata confirms that episode expired on 11/25/16' also, no Episodes rotator displays below player.","This content is currently unavailable."
2414240,60389,126243,4189,"All Shows - [T] - Bio image lower on page after rotating Landscape to Portrait","1. With Tablet in Landscape launch Test URL: http://www.fox.com/pitch/bio/dan-lauria 2. Rotate tablet to Portrait","Bio image displays correctly at top of page","After rotating from Landscape to Portrait the bio image moves about 2 inches down from where it normally displays when page is launched in Portrait",NULL
2413186,85569,126243,4189,"[D, T, M] - Epsiodes - Only the first 4 episodes display still shots on thumbnails","1. Launch fox.com and go to the Empire Full episodes page at http://www.fox.com/empire/full-episodes 2. Scroll down to see the thumbnails for all episodes. 3. Go to the clips page at http://www.fox.com/empire/playlist/clips 4. Scroll down to the More Episodes on FOXNOW carousel and scroll over to see the next 4 episodes.","Thumbnails show still shots from the episode.","After the first 4 episodes, all other episodes have the FOX placeholder image as the thumbnail. This appears to be the case with all shows.",NULL
2413086,64256,126243,4189,"Concurrency Monitoring - Able to view 6 locked episodes when signed in with same credentials","1. Sign into Dish with AuthN/AuthZ credentials DishPartner6 | Dish123p on the following 5 devices and play locked episodes: Win 10 - MasterChef E14 iPad Mini 2 - Hell's Kitchen E12 SG Tab 4 - New Girl E11 SG S6 - Bones E1 SG S3 - Hell's Kitchen E11   2. Open http://www.fox.com/watch/801941059776/7683702528 (Hell's Kitchen E7) and sign into Dish with same credentials.","User gets a message that informs that a cap has been reached and video is not able to playback.","Videos play on all 6 devices.",NULL
2412098,64256,126243,4189,"Smart Banner - [T] - User always given choice of App Store or opening Fox Now when click Watch","1. Open http://www.fox.com/ in Chrome.  (If banner does not display, clear browser and re-open page. 2. Tap Watch button in smart banner.","Per FOXRDM-3245, if Fox Now app is not installed, user will be taken directly to the App Store to download the app; and if Fox Now app is installed, app will open.","Regardless of whether Fox Now is or is not installed, user is taken to a bitly page on fox.tv where the choice of opening the app or App Store is presented.  This issue is occurring on iOS tablet with Chrome browser; unknown if it occurs in Opera since banner is not displaying in Opera.  Unknown if this issue also occurs on iOS handset; device not available to test.  Issue does NOT occur on Android devices (phone or tablet): tapping Watch button opens app if Fox Now is installed, and opens Play Store if it is not installed.",NULL
2411521,64256,126243,4189,"All Shows - [D/T/M] - Filter for Special Events displays as Special Event","1. Open any All Shows page, such as http://www.fox.com/shows.","Names of filters will match designations in Shows flyout menu and page URLs.","The filter for  Special Events  reads  Special Event  on either the filter button or filter dropdown menu on any All Shows page.  In both the Shows/Special Events page URL http://www.fox.com/shows/special-events and in the Shows flyout menu, it displays as plural,  Special Events  (plural).",NULL
2411493,64256,126243,4189,"All Shows - [T/M] - Dividing line displays behind avatars","1. Open http://www.fox.com/shows.","On tablets and handsets there will be a dividing line separating page header/filters and the show avatars.  No line will be present on desktop.","The dividing line lies behind the first row of show avatars, not above them.  Issue occurs on tablets and handsets, in both portrait and landscape orientations.",NULL
2411464,64256,126243,4189,"All Shows - [T] - Desktop filter layout present on iOS in portrait","1. Open http://www.fox.com/shows in portrait orientation.","Show filters will display in a dropdown menu in portrait orientation on tablets and in any orientation on handsets. Filter buttons will display on desktop and tablets in landscape orientation.","iPad Mini:  Filter buttons display in portrait orientation, with the Favorites and Special Event buttons abutting each other.  iPad Mini in landscape and all other devices display as expected.",NULL
